Disaster Type,Subregion,Start Year,Region
Flood,Western Asia,2020,Asia
Earthquake,South-eastern Asia,2020,Asia
Flood,Western Asia,2020,Asia
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Northern America,2020,Americas
Flood,Southern Asia,2020,Asia
Flood,Sub-Saharan Africa,2020,Africa
Flood,South-eastern Asia,2020,Asia
Flood,Sub-Saharan Africa,2020,Africa
Flood,Sub-Saharan Africa,2020,Africa
Storm,Sub-Saharan Africa,2020,Africa
Flood,Sub-Saharan Africa,2020,Africa
Flood,Sub-Saharan Africa,2020,Africa
Flood,Sub-Saharan Africa,2020,Africa
Storm,Eastern Asia,2020,Asia
Storm,Eastern Asia,2020,Asia
Storm,Eastern Asia,2020,Asia
Storm,Eastern Asia,2020,Asia
Storm,Southern Europe,2020,Europe
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,Northern America,2020,Americas
Flood,South-eastern Asia,2020,Asia
Storm,Latin America and the Caribbean,2020,Americas
Storm,Western Europe,2020,Europe
Storm,Western Europe,2020,Europe
Storm,Southern Europe,2020,Europe
Flood,Sub-Saharan Africa,2020,Africa
Flood,Sub-Saharan Africa,2020,Africa
Storm,Eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Flood,Sub-Saharan Africa,2020,Africa
Wildfire,Latin America and the Caribbean,2020,Americas
Wildfire,Australia and New Zealand,2020,Oceania
Flood,Sub-Saharan Africa,2020,Africa
Storm,Northern America,2020,Americas
Flood,Northern Africa,2020,Africa
Wildfire,Northern America,2020,Americas
Flood,Southern Asia,2020,Asia
Wildfire,Western Asia,2020,Asia
Wildfire,Western Asia,2020,Asia
Wildfire,Western Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Flood,Eastern Europe,2020,Europe
Flood,Sub-Saharan Africa,2020,Africa
Flood,Sub-Saharan Africa,2020,Africa
Flood,Western Europe,2020,Europe
Flood,Southern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Earthquake,Southern Europe,2020,Europe
Earthquake,Western Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Northern America,2020,Americas
Flood,Latin America and the Caribbean,2020,Americas
Volcanic activity,Latin America and the Caribbean,2020,Americas
Flood,Sub-Saharan Africa,2020,Africa
Flood,Sub-Saharan Africa,2020,Africa
Storm,Latin America and the Caribbean,2020,Americas
Storm,Northern America,2020,Americas
Flood,Sub-Saharan Africa,2020,Africa
Flood,South-eastern Asia,2020,Asia
Storm,Sub-Saharan Africa,2020,Africa
Storm,Sub-Saharan Africa,2020,Africa
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Storm,Latin America and the Caribbean,2020,Americas
Flood,Eastern Asia,2020,Asia
Flood,Latin America and the Caribbean,2020,Americas
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Flood,Southern Europe,2020,Europe
Flood,Latin America and the Caribbean,2020,Americas
Flood,Sub-Saharan Africa,2020,Africa
Volcanic activity,South-eastern Asia,2020,Asia
Volcanic activity,South-eastern Asia,2020,Asia
Flood,Southern Asia,2020,Asia
Flood,Southern Europe,2020,Europe
Flood,Sub-Saharan Africa,2020,Africa
Storm,Southern Asia,2020,Asia
Flood,Central Asia,2020,Asia
Flood,South-eastern Asia,2020,Asia
Extreme temperature,Western Europe,2020,Europe
Extreme temperature,Western Europe,2020,Europe
Extreme temperature,Northern Europe,2020,Europe
Extreme temperature,Western Europe,2020,Europe
Flood,Sub-Saharan Africa,2020,Africa
Flood,South-eastern Asia,2020,Asia
Flood,Southern Europe,2020,Europe
Flood,Southern Asia,2020,Asia
Storm,Northern America,2020,Americas
Flood,Southern Europe,2020,Europe
Storm,South-eastern Asia,2020,Asia
Flood,Australia and New Zealand,2020,Oceania
Flood,South-eastern Asia,2020,Asia
Flood,Southern Asia,2020,Asia
Flood,South-eastern Asia,2020,Asia
Storm,Melanesia,2020,Oceania
Storm,Eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Storm,South-eastern Asia,2020,Asia
Flood,South-eastern Asia,2020,Asia
Flood,Latin America and the Caribbean,2020,Americas
Flood,South-eastern Asia,2020,Asia
Flood,Sub-Saharan Africa,2020,Africa
Earthquake,Southern Europe,2020,Europe
Earthquake,Northern Africa,2020,Africa
Storm,Northern America,2020,Americas
Flood,Eastern Asia,2020,Asia
Storm,Northern America,2020,Americas
Storm,Northern America,2020,Americas
Storm,Northern America,2020,Americas
Flood,Sub-Saharan Africa,2020,Africa
Storm,Australia and New Zealand,2020,Oceania
Flood,Western Asia,2020,Asia
Flood,Eastern Asia,2020,Asia
Flood,Sub-Saharan Africa,2020,Africa
Flood,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2020,Africa
Drought,Latin America and the Caribbean,2020,Americas
Drought,Northern America,2020,Americas
Drought,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2020,Africa
Drought,Sub-Saharan Africa,2021,Africa
Flood,Latin America and the Caribbean,2021,Americas
Flood,Latin America and the Caribbean,2021,Americas
Earthquake,Latin America and the Caribbean,2021,Americas
Earthquake,South-eastern Asia,2021,Asia
Volcanic activity,South-eastern Asia,2021,Asia
Flood,South-eastern Asia,2021,Asia
Flood,South-eastern Asia,2021,Asia
Flood,South-eastern Asia,2021,Asia
Flood,Sub-Saharan Africa,2021,Africa
Storm,Northern America,2021,Americas
Flood,Sub-Saharan Africa,2021,Africa
Flood,South-eastern Asia,2021,Asia
Storm,Southern Europe,2021,Europe
Storm,Eastern Asia,2021,Asia
Storm,Eastern Asia,2021,Asia
Flood,Southern Europe,2021,Europe
Flood,Eastern Europe,2021,Europe
Flood,Southern Europe,2021,Europe
Flood,South-eastern Asia,2021,Asia
Flood,South-eastern Asia,2021,Asia
Flood,South-eastern Asia,2021,Asia
Flood,Southern Asia,2021,Asia
Flood,Latin America and the Caribbean,2021,Americas
Flood,South-eastern Asia,2021,Asia
Flood,Latin America and the Caribbean,2021,Americas
Storm,Sub-Saharan Africa,2021,Africa
Storm,Sub-Saharan Africa,2021,Africa
Storm,Sub-Saharan Africa,2021,Africa
Storm,Sub-Saharan Africa,2021,Africa
